,route,route-collected,Date,name,type,departure_time,arrival_time,duration,price,seats_available,rating
0,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,VE A/C Sleeper (2+1),21:00,07:30,10h 30m,INR 555,24 Seats available,4.6
1,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,08:45,10h 15m,INR 606,18 Seats available,4.6
2,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),21:45,08:35,10h 50m,546,26 Seats available,4.5
3,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AdIntrCity SmartBus,AC Sleeper (2+1),21:00,07:40,10h 40m,INR 500,22 Seats available,4.1
4,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Amrutyog,A/C Sleeper (2+1),22:00,09:30,11h 30m,INR 699,18 Seats available,4.5
5,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Vip Yellows,A/C Sleeper (2+1),20:30,08:00,11h 30m,INR 760,19 Seats available,4.5
6,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,08:30,11h 30m,INR 699,29 Seats available,4.5
7,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AdIndumati Travels,A/C Sleeper (2+1),22:20,08:30,10h 10m,712,21 Seats available,4.2
8,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,NON A/C Sleeper (2+1),20:30,07:00,10h 30m,INR 550,22 Seats available,4.4
9,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Non A/C Seater / Sleeper (2+1),21:15,07:45,10h 30m,INR 399,39 Seats available,4.4
10,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),20:00,07:15,11h 15m,INR 399,26 Seats available,4.3
11,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:05,08:01,09h 56m,INR 700,23 Seats available,4.1
12,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),23:35,09:45,10h 10m,INR 606,26 Seats available,4.1
13,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),21:55,08:20,10h 25m,INR 606,29 Seats available,4.0
14,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Prasanna - Purple Bus,Volvo A/C Sleeper (2+1),21:45,08:45,11h 00m,INR 1020,19 Seats available,4.2
15,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),22:50,09:30,10h 40m,945,22 Seats available,4.0
16,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),23:00,10:00,11h 00m,599,18 Seats available,4.3
17,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),23:05,09:30,10h 25m,INR 800,26 Seats available,4.2
18,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi Queen Prime,A/C Sleeper (2+1),20:30,07:30,11h 00m,INR 699,26 Seats available,3.8
19,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi Empress Stellar,NON A/C Sleeper (2+1),21:00,08:00,11h 00m,INR 649,18 Seats available,3.8
20,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),20:15,06:30,10h 15m,865,26 Seats available,3.9
21,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),21:35,08:15,10h 40m,INR 606,17 Seats available,3.9
22,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Divine,NON A/C Sleeper (1+2),19:45,06:45,11h 00m,INR 524,21 Seats available,4.1
23,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:30,09:30,11h 00m,INR 920,28 Seats available,4.2
24,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray National Express,NON A/C Sleeper (2+1),20:00,06:45,10h 45m,INR 530,23 Seats available,4.3
25,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Pearl,Volvo Multi-Axle A/C Sleeper (2+1),22:30,08:30,10h 00m,INR 799,29 Seats available,4.0
26,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Shreyash Travels,Bharat Benz A/C Sleeper (2+1),21:45,08:30,10h 45m,500,17 Seats available,3.9
27,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:30,07:30,11h 00m,INR 350,32 Seats available,3.4
28,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),23:15,09:35,10h 20m,INR 849,17 Seats available,4.0
29,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,PSR Travels Goa,A/C Sleeper (2+1),23:45,09:15,09h 30m,INR 999,12 Seats available,3.6
30,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi Queen Asta,A/C Sleeper (2+1),21:30,08:00,10h 30m,INR 699,23 Seats available,4.1
31,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi Queen Grand,A/C Sleeper (2+1),22:00,08:30,10h 30m,INR 799,21 Seats available,3.8
32,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),22:15,08:30,10h 15m,817,26 Seats available,3.7
33,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin Travel House (39),A/C Sleeper (2+1),22:30,09:15,10h 45m,770,27 Seats available,3.2
34,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:00,08:00,10h 00m,INR 700,23 Seats available,4.0
35,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin travel house,A/C Sleeper (2+1),23:45,10:45,11h 00m,770,36 Seats available,3.3
36,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),22:15,09:00,10h 45m,INR 1050,19 Seats available,3.4
37,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),23:25,09:10,09h 45m,INR 799,27 Seats available,3.4
38,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Vishal Travels,NON A/C Push Back (2+2),21:25,07:10,09h 45m,INR 550,38 Seats available,3.2
39,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:30,07:30,11h 00m,INR 350,31 Seats available,3.5
40,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),21:30,09:30,12h 00m,594,21 Seats available,3.4
41,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),23:25,09:10,09h 45m,INR 799,28 Seats available,3.2
42,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Travels,NON A/C Push Back (2+2),22:30,07:40,09h 10m,INR 700,40 Seats available,3.2
43,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),21:00,07:30,10h 30m,555,17 Seats available,2.4
44,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,KOKAN TOURS & TRAVELS,NON A/C Seater Push Back (2+2),21:00,08:45,11h 45m,INR 3000,27 Seats available,3.0
45,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Maa tours & Travels,A/C Seater (2+2),23:29,10:00,10h 31m,INR 900,20 Seats available,1.2
46,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),21:45,08:10,10h 25m,INR 899,29 Seats available,4.3
47,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa?fromCityId=130&toCityId=210&fromCityName=Pune&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),22:15,09:15,11h 00m,INR 1050,22 Seats available,No rating
48,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),19:00,07:00,12h 00m,INR 800,12 Seats available,3.4
49,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,VE A/C Sleeper (2+1),21:32,06:22,08h 50m,INR 606,20 Seats available,4.8
50,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,09:10,10h 40m,INR 606,21 Seats available,4.8
51,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AdShreyash Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,477,22 Seats available,3.9
52,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),21:35,10:30,12h 55m,514,25 Seats available,4.4
53,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),19:30,05:35,10h 05m,INR 606,22 Seats available,4.6
54,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,10:00,11h 30m,INR 600,25 Seats available,4.5
55,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,07:45,09h 45m,INR 799,25 Seats available,4.6
56,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),21:00,07:05,10h 05m,INR 599,32 Seats available,4.4
57,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:00,07:30,11h 30m,INR 519,27 Seats available,4.3
58,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),18:30,05:25,10h 55m,INR 606,23 Seats available,4.4
59,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,06:30,11h 30m,INR 499,26 Seats available,4.4
60,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,09:00,13h 00m,INR 350,47 Seats available,4.4
61,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,NON A/C Sleeper (2+1),20:01,06:31,10h 30m,INR 499,16 Seats available,4.3
62,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,07:15,10h 15m,INR 710,7 Seats available,4.2
63,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Giroba Travels (ST.Christopher),Non AC Seater (2+2),18:00,05:30,11h 30m,INR 400,28 Seats available,No rating
64,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,07:31,10h 15m,INR 555,20 Seats available,4.2
65,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,09:30,11h 30m,INR 800,27 Seats available,4.1
66,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Amrutyog Travels,A/C Sleeper (2+1),19:00,06:22,11h 22m,INR 449,23 Seats available,4.2
67,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi Queen Prime,A/C Sleeper (2+1),19:30,06:30,11h 00m,INR 799,19 Seats available,4.1
68,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Prasanna - Purple Bus,VE A/C Sleeper (2+1),17:00,05:00,12h 00m,INR 820,23 Seats available,4.0
69,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Ashray ),A/C Sleeper (2+1),20:05,06:20,10h 15m,INR 500,20 Seats available,3.9
70,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Prasanna - Purple Bus,Volvo A/C Sleeper (2+1),18:00,06:15,12h 15m,INR 820,18 Seats available,3.9
71,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Laxmi Queen Asta,A/C Sleeper (2+1),20:30,07:00,10h 30m,INR 799,18 Seats available,4.0
72,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,05:00,09h 30m,INR 601,23 Seats available,3.8
73,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Zingbus Plus,VE A/C Sleeper (2+1),19:40,06:10,10h 30m,599,24 Seats available,4.3
74,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),17:30,05:00,11h 30m,INR 660,21 Seats available,3.7
75,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),14:00,01:00,11h 00m,INR 899,23 Seats available,3.9
76,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Sleeper (2+1),19:00,06:00,11h 00m,INR 660,23 Seats available,4.3
77,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),16:30,04:25,11h 55m,INR 750,24 Seats available,3.9
78,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,NON A/C Sleeper (2+1),21:02,07:32,10h 30m,INR 450,24 Seats available,4.7
79,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,PSR Travels Goa,A/C Sleeper (2+1),19:15,05:15,10h 00m,INR 799,23 Seats available,3.7
80,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,"National Travels,Goa",NON A/C Sleeper (2+1),19:00,06:20,11h 20m,475,22 Seats available,4.3
81,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),15:30,02:30,11h 00m,INR 800,22 Seats available,3.9
82,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),AC Sleeper (2+1),18:30,05:30,11h 00m,INR 699,24 Seats available,3.6
