,route,route-collected,Date,name,type,departure_time,arrival_time,duration,price,seats_available,rating
83,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,08:05,12h 05m,INR 3000,13 Seats available,3.7
84,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,06:30,10h 30m,INR 660,25 Seats available,3.8
85,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),18:00,04:00,10h 00m,639,15 Seats available,3.1
86,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),18:30,05:00,10h 30m,INR 650,27 Seats available,3.3
87,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:00,06:15,10h 15m,INR 599,27 Seats available,3.8
88,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Travels,A/C Seater / Sleeper (2+1),16:30,04:00,11h 30m,INR 550,34 Seats available,2.2
89,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Sleeper (2+1),22:31,08:31,10h 00m,INR 1099,23 Seats available,4.2
90,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,04:45,11h 15m,INR 1499,15 Seats available,3.6
91,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sai Travels - Shree Sai,NON A/C Push Back (2+2),17:30,05:00,11h 30m,INR 5000,45 Seats available,3.2
92,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Travels,NON A/C Seater (2+2),16:45,05:35,12h 50m,INR 600,32 Seats available,2.8
93,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 999,30 Seats available,3.1
94,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Hans Travels (I) Private Limited,A/C Sleeper (2+1),12:30,23:15,10h 45m,INR 950,23 Seats available,2.2
95,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Roshan Travels,A/C Sleeper (2+1),18:00,05:30,11h 30m,INR 700,30 Seats available,3.6
96,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AAINATH TRAVELS,A/C Sleeper (2+1),21:30,06:30,09h 00m,INR 2499,21 Seats available,2.5
97,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,SIDDHANTH TRANSPORT,A/C Seater Push Back (2+2),17:00,03:55,10h 55m,INR 5000,49 Seats available,4.3
98,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),18:20,05:15,10h 55m,INR 899,20 Seats available,4.3
99,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Seater / Sleeper (3+1),21:30,10:20,12h 50m,INR 1099,38 Seats available,4.1
100,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune?fromCityId=210&toCityId=130&fromCityName=Goa&toCityName=Pune&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VRL Travels,A/C Sleeper (2+1),20:00,07:00,11h 00m,INR 1000,21 Seats available,3.4
101,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:00,10:00,17h 00m,660,17 Seats available,4.5
102,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),17:00,08:15,15h 15m,INR 606,17 Seats available,4.3
103,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,09:35,13h 40m,INR 849,17 Seats available,4.3
104,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:35,07:05,12h 30m,INR 1200,20 Seats available,3.9
105,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:30,06:30,17h 00m,865,25 Seats available,4.3
106,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),16:00,08:20,16h 20m,INR 606,29 Seats available,4.2
107,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),15:30,08:30,17h 00m,817,34 Seats available,4.3
108,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),19:15,09:45,14h 30m,INR 606,26 Seats available,3.9
109,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Konkan Travels National,NON A/C Sleeper (2+1),19:25,09:45,14h 20m,600,21 Seats available,4.0
110,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Global Travel Agency (GTA),A/C Sleeper (2+1),17:50,11:35,17h 45m,INR 699,29 Seats available,3.9
111,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin travel house,A/C Sleeper (2+1),17:45,10:45,17h 00m,770,36 Seats available,3.5
112,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),20:30,12:05,15h 35m,INR 800,24 Seats available,3.4
113,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Giroba Travels,A/C Sleeper (2+1),17:00,09:00,16h 00m,INR 3500,29 Seats available,No rating
114,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),20:00,09:55,13h 55m,INR 2500,49 Seats available,No rating
115,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,GANESH PRASAD TRAVELS,A/C Seater (2+2),21:00,10:55,13h 55m,INR 2500,49 Seats available,No rating
116,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:55,10:45,13h 50m,INR 599,25 Seats available,3.9
117,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Mascot Travels(M.Dev),A/C Sleeper (2+1),17:30,10:45,17h 15m,618,19 Seats available,3.9
118,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin Travel House (39),A/C Sleeper (2+1),16:30,09:15,16h 45m,770,27 Seats available,3.1
119,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Konkan Travels National,A/C Sleeper (2+1),18:00,10:55,16h 55m,647,18 Seats available,3.8
120,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),16:50,09:10,16h 20m,INR 799,27 Seats available,3.6
121,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Dolphin travel house,A/C Sleeper (2+1),20:45,12:30,15h 45m,770,26 Seats available,3.4
122,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Shubham Saijyoti Travels,A/C Sleeper (2+1),20:55,11:00,14h 05m,INR 750,27 Seats available,3.6
123,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,569,19 Seats available,4.6
124,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Naik Travels (Syndicate),NON A/C Sleeper (2+1),19:30,09:00,13h 30m,INR 700,26 Seats available,3.4
125,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Naik Tours And Travels,NON A/C Sleeper (2+1),14:25,06:30,16h 05m,INR 650,21 Seats available,1.4
126,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Roshan Travels - Humrahi,A/C Sleeper (2+1),17:30,10:00,16h 30m,600,22 Seats available,1.9
127,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),16:50,09:30,16h 40m,594,21 Seats available,3.2
128,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Vishal Travels,NON A/C Push Back (2+2),14:50,07:10,16h 20m,INR 550,38 Seats available,3.0
129,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),15:00,07:30,16h 30m,555,17 Seats available,2.6
130,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Travels,NON A/C Push Back (2+2),14:45,07:40,16h 55m,INR 700,40 Seats available,3.2
131,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),16:50,09:10,16h 20m,INR 799,28 Seats available,3.2
132,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Naik Tours And Travels,Bharat Benz A/C Sleeper (2+1),20:30,10:00,13h 30m,INR 1200,24 Seats available,2.3
133,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Roshan Travels - Humrahi,Benz A/C Sleeper (2+1),18:45,11:45,17h 00m,3450,22 Seats available,2.6
134,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels,A/C Seater / Sleeper (2+1),20:00,11:00,15h 00m,810,16 Seats available,2.8
135,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Maa tours & Travels,A/C Seater (2+2),17:20,10:00,16h 40m,INR 900,20 Seats available,2.1
136,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Naik Tours And Travels,AC Seater (2+2),22:00,10:00,12h 00m,INR 1200,39 Seats available,1.6
137,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),15:50,08:10,16h 20m,INR 809,29 Seats available,4.3
138,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Global Travel Agency (GTA),A/C Sleeper (2+1),18:30,12:15,17h 45m,INR 699,29 Seats available,3.6
139,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Global Travel Agency (GTA),A/C Sleeper (2+1),16:00,09:45,17h 45m,INR 699,27 Seats available,3.6
140,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Konkan Travels National,A/C Sleeper (2+1),19:25,09:45,14h 20m,647,22 Seats available,3.5
141,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels,A/C Seater / Sleeper (2+1),16:45,09:00,16h 15m,540,20 Seats available,2.5
142,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),16:15,08:30,16h 15m,555,5 Seats available,2.5
143,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa?fromCityId=462&toCityId=210&fromCityName=Mumbai&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels,A/C Sleeper (2+1),17:45,08:45,15h 00m,833,18 Seats available,2.5
144,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,INR 606,22 Seats available,4.5
145,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),14:00,05:15,15h 15m,INR 899,23 Seats available,4.4
146,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Zingbus Plus,VE A/C Sleeper (2+1),19:40,10:45,15h 05m,607,24 Seats available,4.5
147,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:25,06:30,12h 05m,INR 1499,15 Seats available,4.1
148,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,INR 599,32 Seats available,4.3
149,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,11:50,13h 50m,INR 799,25 Seats available,4.3
150,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,INR 606,23 Seats available,4.2
151,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),17:30,09:25,15h 55m,INR 660,21 Seats available,4.2
152,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,10:35,14h 35m,INR 660,25 Seats available,4.2
153,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,INR 700,18 Seats available,4.2
154,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),15:30,06:45,15h 15m,INR 800,22 Seats available,4.1
155,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Giroba Travels,NON A/C Airbus (2+2),16:01,07:00,14h 59m,INR 3300,49 Seats available,No rating
156,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Giroba Travels (Shree),A/C Seater Hi-Tech Push Back (2+2),17:00,06:10,13h 10m,INR 2000,40 Seats available,No rating
157,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Giroba Travels (Shree),A/C Sleeper (2+1),16:30,07:10,14h 40m,INR 3000,29 Seats available,No rating
158,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,"National Travels,Goa",NON A/C Sleeper (2+1),18:30,07:30,13h 00m,INR 550,21 Seats available,4.0
159,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),16:30,07:50,15h 20m,INR 750,24 Seats available,3.7
160,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Sleeper (2+1),19:00,09:35,14h 35m,INR 660,24 Seats available,3.7
161,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,09:30,12h 50m,INR 650,27 Seats available,3.7
162,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),AC Sleeper (2+1),18:30,10:30,16h 00m,INR 699,24 Seats available,3.6
163,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:00,10:20,14h 20m,INR 599,27 Seats available,4.0
164,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels (Vishal),Non AC Seater (2+2),18:10,09:20,15h 10m,INR 499,33 Seats available,3.6
