,route,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
921,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),22:30,05:45,07h 15m,INR 900,32 Seats available,3.4
922,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),14:45,21:30,06h 45m,INR 790,22 Seats available,2.4
923,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Chandu Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,1226,31 Seats available,2.1
924,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,AVR Travels,A/C Seater / Sleeper (2+1),22:00,05:15,07h 15m,INR 449,24 Seats available,3.2
925,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Sravani Travels,A/C Seater / Sleeper (2+1),23:00,06:20,07h 20m,INR 4000,17 Seats available,4.0
926,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:15,06:00,07h 45m,INR 799,25 Seats available,3.2
927,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Morning Star Travels,NON A/C Sleeper (2+1),23:30,05:05,05h 35m,INR 590,25 Seats available,2.6
928,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),21:25,06:50,09h 25m,INR 650,29 Seats available,2.3
929,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Yolo Bus,A/C Seater / Sleeper (2+1),22:16,06:08,07h 52m,INR 1760,40 Seats available,2.9
930,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad?fromCityId=137&toCityId=124&fromCityName=Guntur%20(Andhra%20Pradesh)&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Varun Travels,Scania AC Multi Axle Sleeper (2+1),22:30,05:30,07h 00m,INR 600,25 Seats available,3.7
931,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),16:30,21:55,05h 25m,INR 690,21 Seats available,2.6
932,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:40,04h 40m,INR 630,22 Seats available,2.9
933,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 42131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,12:10,03h 10m,INR 232,33 Seats available,3.3
934,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 2981,RAJADHANI AC (CONVERTED METRO LUXURY),09:10,11:40,02h 30m,INR 374,36 Seats available,4.2
935,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 7693,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,13:20,03h 20m,INR 232,33 Seats available,4.6
936,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 31110,RAJDHANI (A.C. Semi Sleeper),10:20,13:00,02h 40m,INR 246,31 Seats available,2.2
937,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 4076,RAJADHANI AC (CONVERTED METRO LUXURY),10:50,13:30,02h 40m,INR 246,37 Seats available,3.8
938,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:35,14:50,03h 15m,INR 232,33 Seats available,3.3
939,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:55,16:10,04h 15m,INR 232,33 Seats available,2.6
940,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),12:05,14:55,02h 50m,INR 246,37 Seats available,3.3
941,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),12:25,15:40,03h 15m,INR 246,37 Seats available,2.8
942,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,16:00,03h 10m,INR 232,33 Seats available,2.2
943,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),13:05,15:50,02h 45m,INR 246,37 Seats available,2.1
944,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),13:30,16:30,03h 00m,INR 246,36 Seats available,3.3
945,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,17:10,02h 50m,INR 232,33 Seats available,2.8
946,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),14:25,17:10,02h 45m,INR 246,36 Seats available,2.3
947,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:00,03h 15m,INR 232,33 Seats available,1.9
948,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),15:05,17:50,02h 45m,INR 246,37 Seats available,2.8
949,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:30,03h 00m,INR 232,33 Seats available,4.4
950,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,19:00,02h 50m,INR 232,33 Seats available,3.9
951,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),16:30,19:15,02h 45m,INR 246,37 Seats available,2.3
952,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,19:30,02h 50m,INR 232,33 Seats available,5.0
953,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1402,Rajdhani (AC Semi Sleeper 2+2),16:45,19:30,02h 45m,INR 246,36 Seats available,3.2
954,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,20:00,03h 00m,INR 232,33 Seats available,2.4
955,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,20:20,03h 00m,INR 232,33 Seats available,4.4
956,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),17:25,20:10,02h 45m,INR 246,36 Seats available,2.8
957,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,20:50,03h 10m,INR 232,33 Seats available,2.1
958,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),17:45,20:30,02h 45m,INR 246,37 Seats available,4.2
959,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),18:05,20:50,02h 45m,INR 246,35 Seats available,3.5
960,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,21:20,02h 50m,INR 232,33 Seats available,2.5
961,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,21:50,02h 50m,INR 232,33 Seats available,4.0
962,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,22:20,02h 50m,INR 232,33 Seats available,4.1
963,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),19:45,22:30,02h 45m,INR 246,36 Seats available,3.3
964,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,22:40,02h 50m,INR 232,33 Seats available,3.5
965,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:00,03h 00m,INR 232,33 Seats available,2.0
966,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,23:20,02h 50m,INR 232,33 Seats available,3.6
967,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,23:35,03h 00m,INR 232,33 Seats available,3.3
968,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,23:55,03h 15m,INR 232,33 Seats available,2.5
969,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:40,03h 40m,INR 232,33 Seats available,2.9
970,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),21:05,01:40,04h 35m,INR 292,41 Seats available,3.2
971,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,00:55,03h 15m,INR 232,33 Seats available,2.9
972,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,00:55,02h 55m,INR 232,33 Seats available,5.0
973,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,01:20,03h 00m,INR 232,33 Seats available,3.6
974,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,01:55,03h 15m,INR 232,33 Seats available,4.0
975,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,01:45,02h 45m,INR 232,33 Seats available,4.6
976,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),23:05,01:55,02h 50m,INR 246,36 Seats available,4.0
977,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,02:35,03h 15m,INR 232,33 Seats available,3.3
978,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),08:30,12:30,04h 00m,379,3 Seats available,4.1
979,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),10:45,14:35,03h 50m,332,8 Seats available,4.4
980,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),11:45,15:35,03h 50m,332,18 Seats available,4.0
981,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),12:45,16:35,03h 50m,332,28 Seats available,3.9
982,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),13:30,17:35,04h 05m,384,17 Seats available,4.1
983,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),13:45,17:35,03h 50m,332,20 Seats available,3.5
984,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),15:20,19:10,03h 50m,360,21 Seats available,4.8
985,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),16:45,20:35,03h 50m,332,22 Seats available,3.4
986,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,NueGo,Electric A/C Seater (2+2),18:20,22:10,03h 50m,360,30 Seats available,4.3
987,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),17:10,21:30,04h 20m,INR 790,22 Seats available,2.6
988,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 7647,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:30,18:10,08h 40m,INR 517,31 Seats available,4.8
989,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 1322,Lahari A/C sleeper,10:25,19:00,08h 35m,INR 627,36 Seats available,4.2
990,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,18:00,07h 30m,INR 517,31 Seats available,2.6
991,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8743,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,19:45,07h 30m,INR 517,31 Seats available,4.1
992,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,23:00,08h 00m,INR 627,33 Seats available,3.7
993,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 1320,Lahari A/C sleeper,15:55,23:50,07h 55m,INR 627,32 Seats available,2.7
994,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,23:30,07h 30m,INR 517,33 Seats available,3.9
995,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,00:30,07h 30m,INR 517,29 Seats available,3.8
996,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,01:50,07h 30m,INR 517,31 Seats available,2.7
997,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,04:45,09h 15m,INR 517,31 Seats available,4.3
998,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,02:40,07h 00m,INR 627,32 Seats available,4.3
999,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 4160,RAJDHANI (A.C. Semi Sleeper),20:00,04:20,08h 20m,INR 627,32 Seats available,2.6
1000,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05:30,09h 30m,INR 517,30 Seats available,4.2
1001,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 34330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:10,07h 30m,INR 517,30 Seats available,4.3
1002,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 34340,RAJDHANI (A.C. Semi Sleeper),21:15,06:00,08h 45m,INR 627,20 Seats available,3.6
