,Unnamed: 0,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
453,453,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3508,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:00,05:15,06h 15m,INR 412,33 Seats available,4.0
454,454,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 4371,INDRA(A.C. Seater),24-Jul,23:00,05:15,06h 15m,INR 567,35 Seats available,3.8
455,455,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),24-Jul,23:10,04:26,05h 16m,INR 633,42 Seats available,4.0
456,456,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),24-Jul,23:10,05:25,06h 15m,INR 607,27 Seats available,3.9
457,457,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3516,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:10,06:05,06h 55m,INR 469,34 Seats available,2.3
458,458,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3826,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:10,05:40,06h 30m,INR 469,32 Seats available,3.7
459,459,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),24-Jul,23:15,04:35,05h 20m,INR 720,49 Seats available,3.5
460,460,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3279,VENNELA (A.C. SLEEPER),24-Jul,23:25,05:00,05h 35m,INR 839,23 Seats available,3.8
461,461,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3514,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:30,06:20,06h 50m,INR 480,33 Seats available,3.4
462,462,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 4037,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:35,06:10,06h 35m,INR 448,31 Seats available,3.7
463,463,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3502,VENNELA (A.C. SLEEPER),24-Jul,23:45,05:20,05h 35m,INR 839,27 Seats available,3.6
464,464,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,23:45,05:05,05h 20m,INR 720,44 Seats available,3.8
465,465,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,23:55,05:05,05h 10m,INR 720,45 Seats available,4.4
466,466,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,04:35,10:30,05h 55m,450,27 Seats available,4.7
467,467,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:35,05:50,06h 15m,INR 599,32 Seats available,4.6
468,468,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,00:01,06:30,06h 29m,INR 612,31 Seats available,4.7
469,469,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:55,04:10,05h 15m,INR 450,26 Seats available,2.9
470,470,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,11:00,17:40,06h 40m,450,30 Seats available,4.7
471,471,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,00:20,07:00,06h 40m,450,35 Seats available,4.6
472,472,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,05:00,11:05,06h 05m,332,23 Seats available,4.6
473,473,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,AdSrivastav Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:30,04:30,06h 00m,INR 439,38 Seats available,3.8
474,474,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:25,06:00,06h 35m,INR 595,29 Seats available,4.5
475,475,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:45,06:05,06h 20m,INR 444,36 Seats available,4.5
476,476,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,23:10,05:55,06h 45m,450,36 Seats available,4.5
477,477,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,23:40,06:25,06h 45m,450,36 Seats available,4.5
478,478,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,23:45,05:25,05h 40m,INR 409,38 Seats available,4.5
479,479,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,11:25,18:05,06h 40m,450,39 Seats available,4.5
480,480,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:50,05:35,05h 45m,INR 400,42 Seats available,4.5
481,481,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,16:00,23:00,07h 00m,332,40 Seats available,4.4
482,482,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,10:00,16:25,06h 25m,332,42 Seats available,4.4
483,483,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Seater / Sleeper (2+1),24-Jul,23:35,05:30,05h 55m,INR 479,31 Seats available,4.4
484,484,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,06:00,12:20,06h 20m,379,23 Seats available,4.4
485,485,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,21:30,04:20,06h 50m,332,40 Seats available,4.3
486,486,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,12:25,19:05,06h 40m,500,42 Seats available,4.4
487,487,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,22:00,05:10,07h 10m,332,27 Seats available,4.5
488,488,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,11:00,17:25,06h 25m,332,39 Seats available,4.3
489,489,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,23:00,06:00,07h 00m,332,32 Seats available,4.2
490,490,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri KVR Travels,A/C Sleeper (2+1),24-Jul,23:35,05:15,05h 40m,INR 500,28 Seats available,4.3
491,491,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Durga Malleswari Travels,A/C Sleeper (2+1),24-Jul,23:10,05:25,06h 15m,609,19 Seats available,4.3
492,492,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:35,05:15,06h 40m,360,35 Seats available,4.4
493,493,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:35,05:50,06h 15m,INR 590,29 Seats available,4.2
494,494,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,13:30,20:10,06h 40m,332,38 Seats available,4.2
495,495,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,22:45,05:50,07h 05m,INR 405,38 Seats available,4.2
496,496,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:05,06:00,06h 55m,INR 469,42 Seats available,4.4
497,497,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:50,06:30,06h 40m,360,38 Seats available,4.2
498,498,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,23:05,05:20,06h 15m,INR 484,42 Seats available,4.7
499,499,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,22:50,05:40,06h 50m,450,38 Seats available,4.4
500,500,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:15,06:35,07h 20m,427,28 Seats available,4.4
501,501,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,15:00,21:40,06h 40m,379,38 Seats available,4.1
502,502,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:30,05:35,07h 05m,332,42 Seats available,4.0
503,503,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,LVP Travels,A/C Seater / Sleeper (2+1),24-Jul,22:19,04:45,06h 26m,INR 510,26 Seats available,4.2
504,504,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,11:30,18:10,06h 40m,379,34 Seats available,4.7
505,505,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,LVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:37,05:45,06h 08m,INR 450,32 Seats available,4.0
506,506,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Yolo Bus,A/C Seater / Sleeper (2+1),24-Jul,22:46,04:31,05h 45m,INR 450,30 Seats available,4.0
507,507,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Zingbus Plus,A/C Seater / Sleeper (2+1),24-Jul,23:35,06:30,06h 55m,316,35 Seats available,4.1
508,508,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,12:00,18:25,06h 25m,332,40 Seats available,4.3
509,509,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Tirumala Xpress,A/C Sleeper (2+1),24-Jul,23:00,05:50,06h 50m,INR 510,29 Seats available,3.9
510,510,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:30,06:45,07h 15m,INR 491,42 Seats available,4.8
511,511,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:30,06:00,07h 30m,332,37 Seats available,3.9
512,512,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:13,04:20,05h 07m,INR 460,31 Seats available,3.9
513,513,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,V Kaveri Travels,A/C Seater / Sleeper (2+1),24-Jul,23:00,04:15,05h 15m,INR 500,22 Seats available,4.0
514,514,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,10:30,17:05,06h 35m,332,34 Seats available,4.3
515,515,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri KVR Travels,NON A/C Sleeper (2+1),24-Jul,23:01,05:31,06h 30m,INR 500,31 Seats available,4.0
516,516,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,22:55,05:15,06h 20m,INR 800,27 Seats available,3.7
517,517,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Durga Malleswari Travels,A/C Sleeper (2+1),24-Jul,23:10,04:35,05h 25m,609,21 Seats available,3.8
518,518,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),24-Jul,22:48,04:15,05h 27m,INR 590,28 Seats available,4.3
519,519,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:42,06:00,07h 18m,INR 490,43 Seats available,4.2
520,520,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Mythri Tours And Travels,A/C Sleeper (2+1),24-Jul,19:10,02:28,07h 18m,INR 749,29 Seats available,4.6
521,521,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,23:00,05:15,06h 15m,INR 400,39 Seats available,3.5
522,522,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Anjani Bus,A/C Seater / Sleeper (2+1),24-Jul,22:45,04:40,05h 55m,INR 399,34 Seats available,3.6
523,523,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,BSR Tours And Travels,VE A/C Sleeper (2+1),24-Jul,22:00,04:10,06h 10m,INR 880,20 Seats available,4.3
524,524,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:30,06:30,07h 00m,332,40 Seats available,3.9
525,525,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),24-Jul,21:00,04:40,07h 40m,406,35 Seats available,4.4
526,526,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,23:00,05:00,06h 00m,INR 400,43 Seats available,3.5
527,527,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,A/C Sleeper (2+1),24-Jul,22:25,04:45,06h 20m,INR 800,34 Seats available,3.5
528,528,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,22:55,05:15,06h 20m,INR 700,28 Seats available,3.3
529,529,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,23:05,05:20,06h 15m,INR 890,32 Seats available,3.4
530,530,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,GO BUS,Non A/C Seater / Sleeper (2+1),24-Jul,22:47,04:50,06h 03m,379,27 Seats available,4.6
531,531,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Zingbus Plus,A/C Sleeper (2+1),24-Jul,16:10,23:45,07h 35m,555,24 Seats available,4.6
532,532,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:00,04:50,05h 50m,INR 470,31 Seats available,3.8
533,533,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,23:00,05:30,06h 30m,INR 400,37 Seats available,3.2
534,534,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,23:00,05:30,06h 30m,INR 500,48 Seats available,3.4
