,s_no,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
5379,5379,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9458,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:00,02:30,03h 30m,263,33,3.8
5380,5380,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3494,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:15,03:00,03h 45m,261,28,3.3
5381,5381,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3457,INDRA(A.C. Seater),24-Jul,23:20,03:15,03h 55m,318,37,4.8
5382,5382,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9370,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,23:30,02:40,03h 10m,401,44,3.8
5383,5383,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 6373,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:45,03:00,03h 15m,261,33,3.8
5384,5384,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4495,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:55,03:25,03h 30m,261,31,3.6
5385,5385,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,TSRTC - 9919,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,02:30,05:45,03h 15m,207,28,3.7
5386,5386,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),24-Jul,03:40,07:15,03h 35m,399,19,3.8
5387,5387,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mythri Tours And Travels,A/C Sleeper (2+1),24-Jul,03:50,07:40,03h 50m,749,13,4.6
5388,5388,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,03:55,07:15,03h 20m,444,11,3.7
5389,5389,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,04:00,08:51,04h 51m,444,15,3.7
5390,5390,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),24-Jul,04:15,07:15,03h 00m,399,20,3.8
5391,5391,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navayuga Travels,A/C Seater / Sleeper (2+1),24-Jul,05:30,09:15,03h 45m,450,32,3.5
5392,5392,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,05:30,08:45,03h 15m,449,20,4.2
5393,5393,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),24-Jul,05:31,09:15,03h 44m,599,29,3.8
5394,5394,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Prasanna Travels,A/C Sleeper (2+1),24-Jul,06:00,10:00,04h 00m,700,26,3.3
5395,5395,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,06:00,09:45,03h 45m,199,29,4.8
5396,5396,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,10:00,13:45,03h 45m,199,34,3.7
5397,5397,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,13:00,17:05,04h 05m,427,35,4.4
5398,5398,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,15:00,19:05,04h 05m,238,32,4.6
5399,5399,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,17:45,23:10,05h 25m,755,26,4.0
5400,5400,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:00,23:45,04h 45m,641,39,4.0
5401,5401,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:15,00:30,05h 15m,500,30,3.1
5402,5402,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,20:00,23:20,03h 20m,291,31,4.6
5403,5403,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:12,00:40,04h 28m,527,42,3.3
5404,5404,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,IRA Travels,A/C Seater / Sleeper (2+1),24-Jul,20:15,00:50,04h 35m,400,23,4.1
5405,5405,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:00,01:45,04h 45m,618,33,4.0
5406,5406,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,21:00,00:20,03h 20m,291,35,4.2
5407,5407,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,21:00,01:00,04h 00m,560,29,3.1
5408,5408,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,21:30,01:30,04h 00m,567,32,3.5
5409,5409,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,21:45,01:05,03h 20m,427,39,4.4
5410,5410,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,BEZAWADA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),24-Jul,21:45,01:00,03h 15m,600,28,3.4
5411,5411,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:10,01:30,03h 20m,759,40,4.7
5412,5412,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Yolo Bus,A/C Sleeper (2+1),24-Jul,22:20,01:59,03h 39m,510,28,3.9
5413,5413,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SRKT Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:20,02:15,03h 55m,420,35,3.9
5414,5414,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,BEZAWADA TOURS AND TRAVELS,NON A/C Sleeper (2+1),24-Jul,22:25,01:10,02h 45m,699,26,3.4
5415,5415,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),24-Jul,22:30,01:50,03h 20m,649,24,3.7
5416,5416,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:30,02:30,04h 00m,618,27,4.0
5417,5417,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:50,02:45,03h 55m,550,32,3.1
5418,5418,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Yolo Bus,Bharat Benz A/C Sleeper (2+1),24-Jul,22:51,02:30,03h 39m,510,30,3.9
5419,5419,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SRKT Travels,A/C Seater / Sleeper (2+1),24-Jul,23:00,02:30,03h 30m,500,35,3.9
5420,5420,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,23:00,01:50,02h 50m,500,34,3.6
5421,5421,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:05,01:40,02h 35m,470,32,3.7
5422,5422,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),24-Jul,23:15,02:35,03h 20m,599,29,3.7
5423,5423,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SRKT Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:20,02:30,03h 10m,420,34,3.9
5424,5424,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,23:30,02:50,03h 20m,323,29,4.4
5425,5425,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,23:30,03:20,03h 50m,750,29,3.6
5426,5426,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sai Balaji Travels,A/C Sleeper (2+1),24-Jul,23:35,01:40,02h 05m,699,28,3.7
5427,5427,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SVR Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,23:50,03:00,03h 10m,580,37,3.3
5428,5428,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:55,03:00,03h 05m,759,28,3.4
5429,5429,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SKS Logistics,A/C Seater / Sleeper (2+1),24-Jul,03:30,06:30,03h 00m,490,26,2.8
5430,5430,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,08:30,12:35,04h 05m,247,26,2.2
5431,5431,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),24-Jul,16:00,06:45,0-10h 0-15m,650,37,0.0
5432,5432,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vsaikrishna Travels,NON A/C Sleeper (2+1),24-Jul,20:40,02:00,05h 20m,720,27,2.9
5433,5433,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:40,02:30,02h 50m,699,36,2.8
5434,5434,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:40,02:30,02h 50m,699,20,2.8
5435,5435,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,01:10,04:20,03h 10m,1280,26,4.5
5436,5436,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,YBM Travels(BLM),Volvo Multi-Axle Sleeper A/C (2+1),24-Jul,01:50,05:05,03h 15m,833,11,4.1
5437,5437,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,01:50,04:30,02h 40m,807,22,3.4
5438,5438,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jagan Travels,A/C Sleeper (2+1),24-Jul,02:00,06:00,04h 00m,900,14,4.0
5439,5439,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),24-Jul,02:30,05:40,03h 10m,902,18,3.4
5440,5440,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mahi Trans Solutions,A/C Sleeper (2+1),24-Jul,02:30,05:30,03h 00m,3324,30,3.9
5441,5441,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),24-Jul,02:40,05:20,02h 40m,3999,30,3.0
5442,5442,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Rajesh Transports,NON A/C Sleeper (2+1),24-Jul,03:00,07:00,04h 00m,800,28,4.3
5443,5443,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),24-Jul,03:30,06:15,02h 45m,903,18,3.2
5444,5444,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,A/C Sleeper (2+1),24-Jul,03:30,06:15,02h 45m,808,23,3.2
5445,5445,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,03:35,06:30,02h 55m,5900,30,3.8
