,s_no,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
80,80,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,20:45,02:15,05h 30m,352,29,5.0
81,81,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,20:50,03:00,06h 10m,352,33,3.7
82,82,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 13762,eGARUDA,24-Jul,21:00,03:10,06h 10m,415,35,4.3
83,83,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 30310,LAHARI A/C SLEEPER CUM SEATER,24-Jul,21:00,03:00,06h 00m,376,34,4.5
84,84,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,21:10,01:45,04h 35m,352,33,3.8
85,85,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),24-Jul,21:20,02:55,05h 35m,374,36,2.6
86,86,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,21:30,03:50,06h 20m,352,33,3.4
87,87,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1049,RAJDHANI (A.C. Semi Sleeper),24-Jul,21:40,02:00,04h 20m,374,37,3.0
88,88,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,21:45,03:45,06h 00m,352,31,4.3
89,89,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 14562,eGARUDA,24-Jul,22:00,04:10,06h 10m,415,35,3.7
90,90,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),24-Jul,22:00,03:40,05h 40m,374,37,3.6
91,91,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,24-Jul,22:10,04:20,06h 10m,354,42,4.0
92,92,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,24-Jul,22:10,03:30,05h 20m,354,40,4.3
93,93,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 30510,LAHARI A/C SLEEPER CUM SEATER,24-Jul,22:20,04:00,05h 40m,376,35,4.4
94,94,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:30,03:20,04h 50m,352,32,3.9
95,95,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:30,03:30,05h 00m,352,30,4.2
96,96,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:30,05:00,06h 30m,440,31,2.4
97,97,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),24-Jul,22:30,05:00,06h 30m,374,37,3.0
98,98,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:50,05:00,06h 10m,352,33,4.5
99,99,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),24-Jul,23:00,03:35,04h 35m,374,37,3.5
100,100,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 14762,eGARUDA,24-Jul,23:00,05:10,06h 10m,592,35,3.9
101,101,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1594,RAJDHANI (A.C. Semi Sleeper),24-Jul,23:10,03:45,04h 35m,533,37,3.2
102,102,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 9885,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:10,05:20,06h 10m,352,33,3.9
103,103,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:25,04:25,05h 00m,352,33,4.0
104,104,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:30,04:20,04h 50m,352,33,3.8
105,105,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 16362,eGARUDA,24-Jul,23:30,05:40,06h 10m,415,35,3.8
106,106,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),24-Jul,23:40,04:00,04h 20m,374,37,3.1
107,107,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:55,04:50,04h 55m,352,31,3.8
108,108,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,17:30,00:05,06h 35m,500,39,4.7
109,109,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,22:30,05:20,06h 50m,500,23,4.6
110,110,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,10:00,16:40,06h 40m,450,39,4.7
111,111,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:10,05:30,07h 20m,479,29,3.9
112,112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,11:40,18:35,06h 55m,500,40,4.7
113,113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,16:20,23:05,06h 45m,450,39,4.6
114,114,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:50,06:10,06h 20m,420,32,4.6
115,115,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,21:30,04:05,06h 35m,450,34,4.5
116,116,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:40,06:30,06h 50m,642,26,4.6
117,117,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,23:45,05:55,06h 10m,409,32,4.6
118,118,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,12:30,17:40,05h 10m,450,39,4.6
119,119,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,09:35,17:00,07h 25m,332,40,4.5
120,120,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:45,06:00,06h 15m,432,42,4.6
121,121,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:25,06:25,07h 00m,489,38,4.6
122,122,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri Durga Malleswari Travels,A/C Sleeper (2+1),24-Jul,22:30,05:45,07h 15m,653,17,4.5
123,123,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,21:50,04:05,06h 15m,332,35,4.4
124,124,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,05:00,12:05,07h 05m,450,26,4.7
125,125,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:35,05:10,06h 35m,332,29,4.5
126,126,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:30,06:20,06h 50m,360,42,4.4
127,127,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,06:30,13:55,07h 25m,379,26,4.4
128,128,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:30,06:00,07h 30m,440,31,4.3
129,129,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,23:25,05:55,06h 30m,450,29,4.3
130,130,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,23:00,06:30,07h 30m,379,27,4.3
131,131,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:20,06:14,06h 54m,667,18,4.4
132,132,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:20,05:55,06h 35m,759,24,4.4
133,133,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,04:30,12:00,07h 30m,332,12,4.3
134,134,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Zingbus Plus,A/C Seater / Sleeper (2+1),24-Jul,22:50,05:40,06h 50m,341,32,4.7
135,135,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,11:35,19:00,07h 25m,332,37,4.2
136,136,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,16:00,22:42,06h 42m,408,34,4.2
137,137,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Yolo Bus,A/C Seater / Sleeper (2+1),24-Jul,23:24,05:43,06h 19m,450,26,4.2
138,138,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,08:40,16:00,07h 20m,332,33,4.2
139,139,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,11:00,18:10,07h 10m,500,41,4.5
140,140,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,14:35,22:00,07h 25m,332,37,4.1
141,141,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri KVR Travels,A/C Sleeper (2+1),24-Jul,23:45,05:35,05h 50m,870,21,4.2
142,142,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:00,04:57,06h 57m,500,32,4.4
143,143,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,BSR Tours And Travels,VE A/C Sleeper (2+1),24-Jul,23:50,06:15,06h 25m,880,19,4.5
144,144,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,10:35,18:00,07h 25m,332,42,4.1
145,145,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Seater / Sleeper (2+1),24-Jul,22:45,05:40,06h 55m,550,22,4.2
146,146,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:00,05:45,06h 45m,487,43,4.6
147,147,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,21:30,05:20,07h 50m,413,24,4.2
148,148,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:30,05:45,06h 15m,400,26,4.2
149,149,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:00,05:50,06h 50m,667,25,4.0
150,150,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:25,06:55,07h 30m,332,41,3.9
151,151,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sai Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,23:20,06:15,06h 55m,1620,24,4.1
152,152,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,10:05,17:50,07h 45m,332,28,4.4
153,153,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,13:00,19:42,06h 42m,379,29,4.0
154,154,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Tirumala Xpress,A/C Sleeper (2+1),24-Jul,23:20,06:10,06h 50m,555,26,4.0
155,155,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri Durga Malleswari Travels,A/C Sleeper (2+1),24-Jul,22:30,05:55,07h 25m,653,26,3.9
156,156,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,V Kaveri Travels,A/C Seater / Sleeper (2+1),24-Jul,23:05,05:50,06h 45m,560,22,3.9
157,157,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri KVR Travels,NON A/C Sleeper (2+1),24-Jul,23:20,05:25,06h 05m,570,25,3.8
158,158,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Sleeper (2+1),24-Jul,23:10,06:02,06h 52m,600,24,3.8
159,159,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Pavan Tours and Travels,A/C Sleeper (2+1),24-Jul,23:10,05:15,06h 05m,573,24,4.3
160,160,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:45,05:57,07h 12m,360,31,4.0
161,161,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:59,07:12,07h 13m,360,35,3.7
162,162,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,23:45,06:15,06h 30m,800,18,3.7
